LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
LID00035193,47,130422,85707,471,112,2,13.09,60,0.37,High School,Self-employed,Married,Yes,No,Business,Yes,0
LID00035194,33,134196,118007,464,83,3,21.7,36,0.55,Bachelor's,Self-employed,Single,No,Yes,Other,No,0
LID00035195,57,38070,89708,642,116,3,21.18,24,0.89,Bachelor's,Unemployed,Divorced,Yes,No,Education,No,0
LID00035196,19,29895,135720,788,112,2,15.64,48,0.22,PhD,Unemployed,Single,No,Yes,Auto,No,0
LID00035197,36,74522,52885,730,76,1,15.55,48,0.9,High School,Unemployed,Divorced,No,Yes,Home,No,0
LID00035198,18,98715,16468,758,72,2,14.16,12,0.48,PhD,Unemployed,Single,No,No,Education,Yes,0
LID00035199,48,82496,37656,766,10,3,4.47,60,0.54,Bachelor's,Full-time,Divorced,No,Yes,Auto,Yes,0
LID00035200,21,113965,195574,583,8,1,23.72,60,0.62,Bachelor's,Full-time,Married,No,Yes,Education,No,0
LID00035201,44,81553,55982,342,108,3,6.7,36,0.26,Master's,Full-time,Single,Yes,Yes,Auto,Yes,0
LID00035202,42,57371,91063,598,60,1,20.05,48,0.13,High School,Full-time,Single,No,No,Home,No,0
LID00035203,39,91780,241677,766,98,4,10.14,12,0.72,Master's,Self-employed,Single,No,Yes,Home,Yes,0
LID00035204,60,89036,21789,359,115,3,7.33,48,0.28,High School,Unemployed,Married,No,Yes,Auto,No,0
LID00035205,27,99173,93150,777,87,1,8.91,12,0.41,Bachelor's,Full-time,Divorced,No,No,Home,No,0
LID00035206,67,113308,116396,747,20,2,6.71,24,0.77,Master's,Part-time,Married,No,No,Other,No,0
LID00035207,50,67529,104939,624,23,1,19.91,36,0.21,High School,Unemployed,Single,No,Yes,Business,Yes,0
LID00035208,66,47604,120432,368,0,1,24.16,12,0.42,Bachelor's,Part-time,Divorced,No,No,Home,No,1
LID00035209,65,48684,173184,333,69,3,3.43,48,0.65,High School,Full-time,Married,No,No,Home,No,0
LID00035210,61,99814,148914,616,87,2,20.87,36,0.23,Bachelor's,Part-time,Married,No,No,Business,No,0
LID00035211,47,98606,119732,581,22,1,8.82,36,0.56,Master's,Full-time,Married,No,Yes,Home,No,0
LID00035212,47,68239,24938,541,103,1,2.28,12,0.6,Bachelor's,Full-time,Married,Yes,Yes,Education,No,0
LID00035213,33,50121,212071,618,94,3,12.41,12,0.12,Bachelor's,Self-employed,Single,No,Yes,Auto,Yes,0
LID00035214,26,105421,249672,471,109,1,12.63,12,0.2,High School,Unemployed,Single,No,Yes,Home,No,0
LID00035215,34,142413,210443,440,59,2,13.83,36,0.27,Bachelor's,Part-time,Single,Yes,No,Education,No,0
LID00035216,52,19617,31094,720,56,2,7.15,48,0.35,High School,Self-employed,Single,No,No,Education,Yes,0
LID00035217,67,94021,110923,428,4,4,23.71,48,0.88,High School,Part-time,Single,No,No,Education,No,1
LID00035218,64,122915,158568,619,107,1,14.98,12,0.77,Bachelor's,Part-time,Married,No,No,Auto,No,0
LID00035219,32,88957,25970,399,42,2,24.8,48,0.23,Bachelor's,Full-time,Married,No,No,Auto,No,0
LID00035220,65,21300,183744,352,59,1,22.84,24,0.31,Master's,Full-time,Married,Yes,Yes,Home,No,1
LID00035221,45,113637,179753,758,101,3,24.18,48,0.71,High School,Full-time,Single,No,Yes,Other,No,0
LID00035222,37,79199,199845,430,64,1,15.29,24,0.86,High School,Self-employed,Single,No,No,Home,No,0
LID00035223,50,73672,162862,578,61,2,14.95,60,0.48,Bachelor's,Full-time,Married,No,Yes,Other,No,0
LID00035224,50,95615,119527,724,92,4,4.66,36,0.77,High School,Full-time,Single,No,No,Auto,Yes,0
LID00035225,53,87656,94689,518,24,1,18.15,48,0.33,Bachelor's,Part-time,Married,Yes,Yes,Business,No,0
LID00035226,30,89026,193838,607,58,4,21.54,24,0.34,Bachelor's,Full-time,Married,No,No,Education,No,0
LID00035227,21,108798,37071,621,48,2,15.15,24,0.71,Master's,Full-time,Divorced,No,No,Business,No,0
LID00035228,40,137374,135009,488,115,4,9.83,48,0.17,Bachelor's,Full-time,Divorced,Yes,No,Other,Yes,0
LID00035229,25,129315,222693,597,8,2,12.7,48,0.21,Bachelor's,Part-time,Divorced,No,No,Auto,No,0
LID00035230,30,109850,140804,391,28,1,23.32,60,0.34,High School,Full-time,Married,Yes,Yes,Other,Yes,0
LID00035231,41,38402,37354,626,3,1,22.54,36,0.64,Master's,Unemployed,Single,No,No,Business,No,0
LID00035232,57,27967,80531,354,59,3,5.38,24,0.76,Bachelor's,Part-time,Married,No,No,Auto,No,1
LID00035233,63,121763,243853,648,46,1,23.31,36,0.67,Bachelor's,Full-time,Single,No,Yes,Home,No,0
LID00035234,47,140598,154916,781,45,3,10.53,60,0.81,Master's,Full-time,Divorced,No,Yes,Business,No,0
LID00035235,47,130362,222997,727,76,1,14.55,12,0.28,Bachelor's,Self-employed,Divorced,No,No,Home,No,0
LID00035236,42,70105,8840,739,46,1,13.94,36,0.43,High School,Unemployed,Single,Yes,Yes,Education,No,0
LID00035237,50,113095,149346,533,13,1,17.23,24,0.87,High School,Self-employed,Married,No,Yes,Home,No,0
LID00035238,26,53804,175406,557,80,3,13.39,60,0.46,High School,Full-time,Married,Yes,No,Other,No,0
LID00035239,43,124107,209549,760,85,3,12.11,12,0.16,Bachelor's,Unemployed,Divorced,No,No,Business,Yes,0
LID00035240,41,141258,36712,672,36,2,22.11,12,0.16,High School,Part-time,Single,No,Yes,Other,No,0
LID00035241,50,106616,241654,451,54,3,4.11,12,0.69,High School,Full-time,Single,No,No,Education,No,0
LID00035242,56,54724,119287,503,93,3,9.58,24,0.26,High School,Full-time,Single,No,No,Auto,No,0
LID00035243,42,108997,40243,373,99,1,10.43,48,0.25,High School,Full-time,Divorced,Yes,No,Business,No,0
LID00035244,69,50616,249648,725,51,2,11.05,24,0.32,High School,Part-time,Single,No,Yes,Auto,No,0
LID00035245,62,96699,91366,413,106,2,9.49,36,0.34,High School,Full-time,Single,Yes,No,Business,No,0
LID00035246,32,79901,84984,352,85,4,12.08,36,0.82,Bachelor's,Part-time,Divorced,No,Yes,Business,No,0
LID00035247,58,125484,163816,367,81,4,16.38,36,0.83,PhD,Part-time,Married,No,Yes,Other,No,0
LID00035248,65,142781,58203,478,65,2,11.7,36,0.69,High School,Full-time,Single,No,Yes,Home,No,0
LID00035249,66,89812,146316,411,7,2,11.19,60,0.42,Bachelor's,Part-time,Single,Yes,Yes,Home,No,0
LID00035250,58,131881,167862,690,109,1,23.32,48,0.42,High School,Part-time,Single,No,No,Education,No,0
LID00035251,23,99669,123527,761,59,3,21.8,48,0.68,Bachelor's,Self-employed,Single,No,No,Education,No,0
LID00035252,37,16029,91416,316,44,3,11.13,12,0.21,High School,Full-time,Single,Yes,No,Business,No,1
LID00035253,61,124772,30888,791,5,4,20.24,24,0.85,Master's,Self-employed,Married,Yes,No,Education,Yes,0
LID00035254,33,138742,30257,498,111,4,8.07,36,0.63,Bachelor's,Full-time,Single,No,Yes,Other,Yes,0
LID00035255,38,139153,156446,706,22,2,13.85,48,0.27,Master's,Unemployed,Married,No,No,Education,Yes,0
LID00035256,32,117831,140749,613,111,4,9.51,36,0.25,PhD,Full-time,Married,Yes,No,Business,Yes,0
LID00035257,56,119791,6329,507,66,3,15.98,24,0.47,PhD,Self-employed,Married,No,Yes,Business,No,0
LID00035258,59,114744,232484,830,3,3,22.42,24,0.47,Master's,Full-time,Single,No,No,Education,Yes,0
LID00035259,21,58007,230599,480,46,2,2.97,24,0.77,Bachelor's,Full-time,Single,No,Yes,Home,No,0
LID00035260,41,72239,43629,717,0,2,5.35,24,0.42,PhD,Part-time,Married,No,Yes,Other,Yes,0
LID00035261,20,58184,176011,821,55,1,15.74,60,0.73,High School,Full-time,Single,No,No,Home,No,0
LID00035262,67,147843,104192,679,26,1,2.34,60,0.25,High School,Unemployed,Married,No,No,Education,No,0
LID00035263,18,87147,222061,305,36,2,24.8,12,0.89,Bachelor's,Self-employed,Divorced,No,No,Home,No,1
LID00035264,47,140422,247054,744,6,4,6.78,12,0.6,High School,Self-employed,Married,Yes,Yes,Business,No,0
LID00035265,30,36621,73174,534,94,2,3.87,24,0.1,Bachelor's,Self-employed,Married,No,No,Home,No,0
LID00035266,35,149532,218693,669,26,3,13.27,24,0.65,Bachelor's,Part-time,Divorced,No,Yes,Home,No,0
LID00035267,57,113216,93890,580,70,2,10.82,48,0.39,Bachelor's,Full-time,Single,No,Yes,Other,No,0
LID00035268,28,69689,43036,604,66,4,15.11,24,0.68,High School,Full-time,Married,No,No,Education,No,0
LID00035269,59,43873,125567,683,64,4,9.77,12,0.61,PhD,Part-time,Married,No,Yes,Business,No,0
LID00035270,46,52727,142487,415,107,4,7.55,12,0.31,Bachelor's,Self-employed,Married,No,No,Auto,No,0
LID00035271,21,108118,209101,721,83,1,10.96,24,0.84,Bachelor's,Full-time,Single,Yes,No,Other,Yes,0
LID00035272,42,138939,106260,476,119,3,13.88,60,0.27,Bachelor's,Unemployed,Married,Yes,Yes,Auto,No,0
LID00035273,53,135204,159247,634,85,3,21.81,60,0.28,Master's,Full-time,Married,No,Yes,Education,No,0
LID00035274,53,102269,26984,788,111,1,4.58,48,0.46,Bachelor's,Unemployed,Married,Yes,Yes,Other,No,0
LID00035275,61,126061,179908,789,112,1,19.66,36,0.38,PhD,Part-time,Married,No,No,Auto,No,0
LID00035276,57,145053,206602,689,42,3,2.77,60,0.43,Master's,Unemployed,Single,Yes,Yes,Home,No,0
LID00035277,45,143393,165685,416,77,2,24.38,60,0.11,PhD,Full-time,Divorced,No,Yes,Education,Yes,0
LID00035278,62,143145,213317,812,37,1,13.46,12,0.57,Master's,Unemployed,Single,No,Yes,Other,Yes,0
LID00035279,25,119799,72606,533,36,1,2.99,12,0.5,High School,Full-time,Single,No,No,Business,No,0
LID00035280,38,37184,43140,688,117,4,6.58,36,0.77,Master's,Full-time,Married,Yes,No,Education,No,0
LID00035281,52,50886,199183,663,29,4,15.65,24,0.32,Master's,Full-time,Single,Yes,No,Auto,No,0
LID00035282,61,32943,8987,845,36,4,2.96,48,0.36,Bachelor's,Self-employed,Single,No,Yes,Other,Yes,0
LID00035283,35,56069,239269,513,102,1,16.11,24,0.85,High School,Full-time,Single,No,Yes,Business,No,1
LID00035284,64,99943,235090,531,33,4,17.49,36,0.61,Bachelor's,Full-time,Single,Yes,No,Business,No,0
LID00035285,42,43888,34749,436,110,4,23.15,48,0.71,High School,Full-time,Single,No,No,Home,Yes,0
LID00035286,63,127743,194331,828,24,3,16.5,60,0.87,High School,Full-time,Married,No,No,Education,No,0
LID00035287,58,142655,10377,377,115,1,16.4,36,0.43,High School,Unemployed,Married,No,No,Home,Yes,0
LID00035288,22,20676,126953,838,32,4,6.34,24,0.56,PhD,Unemployed,Single,No,No,Education,No,0
LID00035289,64,141290,126488,511,42,2,3.36,12,0.86,Bachelor's,Full-time,Single,No,Yes,Home,No,0
LID00035290,25,87731,29334,788,105,2,14.53,24,0.68,High School,Full-time,Divorced,No,Yes,Education,No,0
LID00035291,40,18586,139592,489,76,4,4.13,36,0.63,Master's,Full-time,Married,No,No,Education,Yes,0
LID00035292,20,45117,46966,638,25,2,10.35,36,0.35,Bachelor's,Part-time,Single,No,No,Education,Yes,0
LID00035293,61,143729,237644,736,101,1,17.37,12,0.85,Master's,Full-time,Single,No,No,Auto,No,0
LID00035294,54,148931,136937,495,95,3,21.27,24,0.62,Master's,Self-employed,Married,Yes,Yes,Business,Yes,0
LID00035295,48,49045,122956,720,17,4,8.43,60,0.52,Master's,Part-time,Single,Yes,Yes,Auto,No,0
LID00035296,46,36380,131055,381,117,4,13.63,60,0.74,Master's,Part-time,Married,No,Yes,Home,Yes,0
LID00035297,58,26503,46068,473,24,1,7.66,36,0.62,High School,Full-time,Married,No,Yes,Auto,No,0
LID00035298,37,57461,204111,842,18,1,22.73,48,0.5,Bachelor's,Full-time,Single,No,No,Other,No,0
LID00035299,20,123897,132811,744,119,3,11.78,48,0.38,Bachelor's,Part-time,Married,No,Yes,Business,No,0
LID00035300,40,93190,243890,815,89,1,16.96,12,0.32,Master's,Full-time,Divorced,No,No,Business,No,0
LID00035301,57,121040,143123,754,25,4,10.69,12,0.85,High School,Part-time,Married,No,Yes,Other,Yes,0
LID00035302,38,99052,88939,784,103,2,4.89,12,0.44,PhD,Part-time,Single,No,No,Auto,No,0
LID00035303,30,118331,123251,653,56,2,3.54,60,0.5,PhD,Unemployed,Married,No,No,Education,No,0
LID00035304,25,100684,102885,808,100,4,22.86,60,0.87,Master's,Full-time,Married,Yes,Yes,Education,No,0
LID00035305,22,60711,173658,448,87,2,14.88,48,0.84,High School,Full-time,Divorced,No,Yes,Other,No,0
LID00035306,42,79514,112797,743,14,1,8.35,36,0.31,High School,Full-time,Single,No,Yes,Auto,No,0
LID00035307,56,96942,234111,367,59,2,12.66,36,0.32,High School,Self-employed,Married,Yes,No,Auto,Yes,0
LID00035308,54,140068,239203,789,87,2,16.71,48,0.74,Bachelor's,Full-time,Single,No,No,Business,Yes,0
LID00035309,58,101237,88293,302,36,4,19.78,48,0.27,High School,Full-time,Single,Yes,Yes,Business,No,0
LID00035310,22,120881,5965,415,107,3,2.95,60,0.27,Master's,Full-time,Single,No,No,Auto,Yes,0
LID00035311,25,131639,89200,596,105,4,6.74,36,0.15,Bachelor's,Full-time,Married,Yes,Yes,Education,No,0
LID00035312,61,87805,97540,570,10,1,3.54,60,0.34,Bachelor's,Full-time,Single,No,Yes,Business,Yes,0
LID00035313,21,50896,191771,416,59,1,24.79,36,0.87,High School,Part-time,Married,No,No,Business,Yes,1
LID00035314,58,25156,86265,396,76,1,11.78,48,0.9,Master's,Full-time,Married,Yes,No,Home,No,1
LID00035315,39,148797,184086,644,64,4,7.09,24,0.8,Master's,Part-time,Married,No,No,Home,No,0
LID00035316,31,137691,50682,635,80,1,19.21,36,0.76,High School,Full-time,Single,No,No,Education,Yes,0
LID00035317,36,112753,147116,794,6,2,15.49,48,0.14,High School,Part-time,Single,No,Yes,Other,No,0
LID00035318,30,33699,89635,757,63,4,10.22,24,0.74,PhD,Part-time,Married,No,No,Other,Yes,0
LID00035319,52,25559,213650,420,39,2,20.84,24,0.59,Bachelor's,Full-time,Married,Yes,Yes,Home,No,1
LID00035320,21,80208,207053,674,78,1,3.23,36,0.62,High School,Full-time,Single,No,No,Home,No,0
LID00035321,50,108714,68743,646,61,4,14.81,60,0.1,High School,Full-time,Married,Yes,Yes,Auto,No,0
LID00035322,39,110956,34210,412,118,3,18.86,48,0.16,Bachelor's,Full-time,Single,No,No,Education,No,0
LID00035323,18,32745,35505,608,39,1,4.19,36,0.23,Bachelor's,Part-time,Single,No,Yes,Auto,No,0
LID00035324,28,32128,23940,391,76,1,10.03,36,0.32,PhD,Full-time,Single,No,No,Business,Yes,0
LID00035325,33,53935,167642,759,109,3,2.43,12,0.27,PhD,Full-time,Single,Yes,No,Business,Yes,0
LID00035326,21,149425,104275,731,33,4,12.2,48,0.58,High School,Part-time,Married,No,No,Other,Yes,0
LID00035327,46,126415,159576,332,103,1,14.32,24,0.76,High School,Self-employed,Single,No,No,Auto,No,0
LID00035328,56,112081,76431,707,55,1,19.33,24,0.4,Master's,Full-time,Married,No,Yes,Home,No,0
LID00035329,61,37785,178114,702,37,4,6.03,24,0.27,High School,Full-time,Married,No,No,Auto,Yes,0
LID00035330,55,45033,93692,843,63,3,21.73,48,0.73,High School,Part-time,Single,Yes,No,Business,No,0
LID00035331,41,74568,80707,498,29,4,22.43,12,0.43,Bachelor's,Full-time,Divorced,No,No,Auto,Yes,0
LID00035332,69,122949,20326,348,65,1,2.21,60,0.5,High School,Full-time,Single,No,No,Auto,No,0
LID00035333,26,69764,163525,309,99,3,9.09,48,0.58,Bachelor's,Full-time,Married,No,No,Education,No,0
LID00035334,25,91370,180122,833,61,1,11.93,36,0.75,High School,Full-time,Married,No,No,Other,Yes,0
LID00035335,31,95761,153266,584,72,4,16.02,24,0.54,High School,Full-time,Single,No,Yes,Business,No,0
LID00035336,32,106958,140099,792,59,2,7.75,48,0.54,Master's,Full-time,Divorced,Yes,No,Other,Yes,0
LID00035337,39,84899,84282,763,87,3,10.27,24,0.5,High School,Full-time,Single,No,No,Education,Yes,0
LID00035338,54,130134,33479,362,56,4,11.37,48,0.88,Bachelor's,Part-time,Divorced,Yes,Yes,Business,No,0
LID00035339,32,132410,61897,643,65,4,12.22,48,0.36,Master's,Full-time,Single,No,Yes,Education,Yes,0
LID00035340,23,97036,73421,601,103,3,12.73,60,0.81,High School,Unemployed,Single,No,Yes,Business,No,0
LID00035341,18,30765,95344,787,59,2,12.73,36,0.29,High School,Full-time,Married,No,No,Home,No,0
LID00035342,37,71625,179554,579,107,2,22.98,60,0.48,Bachelor's,Self-employed,Married,Yes,No,Other,No,0
LID00035343,58,82564,31927,788,35,2,3.82,48,0.73,Bachelor's,Full-time,Divorced,No,Yes,Business,No,0
LID00035344,53,101671,245529,844,67,4,13.05,48,0.43,Bachelor's,Full-time,Married,Yes,No,Business,No,0
LID00035345,19,95675,10139,538,3,1,23.29,48,0.36,High School,Full-time,Divorced,Yes,No,Auto,No,0
LID00035346,23,84180,226640,692,16,4,12.19,12,0.58,High School,Self-employed,Single,Yes,No,Auto,Yes,0
LID00035347,19,48354,14666,816,97,4,5.82,36,0.3,Bachelor's,Full-time,Single,No,No,Auto,No,0
LID00035348,20,120488,20399,408,69,1,15.1,48,0.41,Master's,Part-time,Divorced,No,Yes,Other,Yes,0
LID00035349,24,139760,45805,785,79,2,14.09,12,0.42,High School,Self-employed,Single,Yes,Yes,Education,No,0
LID00035350,37,53923,63897,613,32,4,4.72,48,0.69,Bachelor's,Full-time,Married,Yes,No,Other,No,0
LID00035351,66,111770,159507,412,96,3,20.28,24,0.79,Bachelor's,Self-employed,Single,Yes,Yes,Home,Yes,0
LID00035352,58,71178,123391,626,11,1,4.49,48,0.3,Master's,Full-time,Married,No,Yes,Auto,No,0
LID00035353,58,83168,31607,473,34,2,23.63,36,0.62,Master's,Part-time,Single,No,No,Other,Yes,0
LID00035354,68,147055,90842,390,75,1,11.45,24,0.84,Master's,Full-time,Single,Yes,No,Business,No,0
LID00035355,22,31896,179745,630,45,3,9.43,24,0.4,PhD,Full-time,Married,No,Yes,Business,No,0
LID00035356,42,90316,218344,702,91,3,9.7,36,0.24,High School,Full-time,Single,Yes,No,Auto,Yes,0
LID00035357,55,125076,154792,393,111,4,13.88,12,0.15,Bachelor's,Self-employed,Married,No,Yes,Home,No,0
LID00035358,35,19586,57869,335,70,4,9.1,36,0.5,Bachelor's,Full-time,Married,No,Yes,Other,No,0
LID00035359,18,149151,102141,333,36,2,4.98,36,0.14,Bachelor's,Full-time,Single,No,No,Home,No,0
LID00035360,42,98653,16705,434,22,2,14.2,60,0.43,Bachelor's,Full-time,Single,No,Yes,Business,Yes,0
LID00035361,34,55070,7232,354,70,1,24.44,36,0.64,Bachelor's,Part-time,Married,Yes,No,Auto,No,0
LID00035362,63,60692,208391,682,39,2,20.64,12,0.41,Master's,Part-time,Married,No,No,Home,No,0
LID00035363,32,75254,239120,793,100,2,4.8,12,0.2,High School,Part-time,Divorced,Yes,No,Other,No,0
LID00035364,22,73621,121105,508,64,2,4.29,24,0.74,Bachelor's,Self-employed,Married,No,Yes,Other,Yes,0
LID00035365,34,50590,174387,659,74,3,17.82,48,0.12,Bachelor's,Full-time,Single,Yes,No,Business,Yes,0
LID00035366,38,31344,35388,593,33,2,9.41,12,0.24,Bachelor's,Part-time,Single,Yes,Yes,Other,Yes,0
LID00035367,40,39825,143394,497,105,2,17.15,36,0.31,High School,Full-time,Married,Yes,No,Home,Yes,0
LID00035368,60,30523,226776,751,4,3,8.53,24,0.5,Bachelor's,Self-employed,Single,No,No,Education,No,0
LID00035369,27,35296,185403,369,70,3,12.34,60,0.73,Bachelor's,Full-time,Married,No,No,Business,No,1
LID00035370,34,118690,50907,848,26,3,6.84,12,0.45,High School,Unemployed,Divorced,Yes,Yes,Auto,No,0
LID00035371,18,101399,110653,392,46,1,18.08,36,0.78,High School,Self-employed,Divorced,Yes,No,Business,Yes,0
LID00035372,54,30744,119828,489,7,3,8.21,48,0.51,High School,Full-time,Single,Yes,No,Home,Yes,0
LID00035373,65,139168,127014,378,12,1,7.11,60,0.42,High School,Unemployed,Single,No,No,Other,No,0
LID00035374,24,130224,19057,794,11,2,24.52,48,0.6,Bachelor's,Full-time,Single,No,No,Home,No,0
LID00035375,29,16639,22360,512,35,2,8.39,48,0.37,High School,Full-time,Divorced,No,No,Other,No,0
LID00035376,57,144806,194170,589,19,3,16.42,36,0.28,Bachelor's,Part-time,Single,No,Yes,Home,Yes,0
LID00035377,67,78228,146488,374,101,2,15.68,12,0.23,Bachelor's,Unemployed,Married,Yes,No,Education,Yes,0
LID00035378,18,25809,56402,682,113,1,3.87,48,0.62,High School,Full-time,Single,No,Yes,Business,No,0
LID00035379,37,116959,239394,406,41,2,2.47,60,0.45,High School,Part-time,Married,No,No,Other,No,0
LID00035380,61,112222,247605,707,26,4,13.05,36,0.57,Bachelor's,Unemployed,Single,No,No,Education,No,0
LID00035381,48,34582,98746,467,77,1,23.88,36,0.17,Master's,Full-time,Married,Yes,No,Business,Yes,0
LID00035382,21,85829,129409,800,57,2,17.67,36,0.85,Bachelor's,Full-time,Married,No,No,Home,Yes,0
LID00035383,43,131753,93490,518,88,4,8.53,12,0.7,High School,Self-employed,Married,Yes,Yes,Auto,No,0
LID00035384,29,135258,46203,730,5,4,6.61,60,0.56,High School,Full-time,Single,Yes,No,Business,No,0
LID00035385,39,110383,194287,710,109,2,2.66,24,0.72,High School,Self-employed,Divorced,No,Yes,Education,Yes,0
LID00035386,18,118930,12030,612,56,4,23.85,60,0.39,Master's,Full-time,Single,No,No,Education,No,0
LID00035387,18,19005,182507,732,5,3,7.73,36,0.57,High School,Part-time,Married,Yes,No,Home,No,1
LID00035388,20,88454,168662,483,46,3,10.06,24,0.74,Bachelor's,Part-time,Single,Yes,Yes,Other,No,0
LID00035389,29,53698,24157,561,92,1,16.5,24,0.54,Bachelor's,Full-time,Single,No,Yes,Business,No,0
LID00035390,38,112287,88928,312,99,1,22.52,48,0.52,High School,Part-time,Single,No,No,Education,No,0
LID00035391,30,19319,9114,348,0,4,4.49,36,0.33,Bachelor's,Full-time,Married,No,Yes,Education,No,0
LID00035392,30,95410,18084,462,108,4,2.28,24,0.5,Master's,Self-employed,Married,No,Yes,Education,No,0
LID00035393,58,106012,86399,631,8,3,7.02,60,0.5,Bachelor's,Full-time,Single,No,No,Home,No,0
LID00035394,35,92875,99806,720,24,2,20.63,24,0.53,Master's,Self-employed,Single,No,Yes,Business,No,0
LID00035395,50,122488,94298,454,44,4,13.92,36,0.68,PhD,Full-time,Single,No,Yes,Business,No,0
LID00035396,23,41499,210762,342,74,4,8.58,12,0.58,Master's,Full-time,Divorced,Yes,No,Auto,Yes,0
LID00035397,42,93156,142824,705,31,2,6.85,24,0.89,Bachelor's,Full-time,Married,No,Yes,Business,No,0
LID00035398,40,139657,156895,390,91,3,6.3,24,0.63,High School,Part-time,Divorced,No,No,Business,Yes,0
LID00035399,41,93297,53677,676,15,4,13.43,60,0.61,Master's,Full-time,Married,No,Yes,Education,No,0
LID00035400,54,34234,19754,582,82,2,9.14,12,0.49,High School,Part-time,Married,No,No,Education,Yes,0
LID00035401,43,126311,231860,740,102,3,9.51,60,0.22,High School,Part-time,Married,No,No,Home,Yes,0
LID00035402,21,48592,115264,386,43,3,21.5,60,0.49,Master's,Full-time,Single,No,Yes,Auto,Yes,0
LID00035403,55,146835,59832,456,8,3,11.06,48,0.36,Master's,Full-time,Single,No,No,Auto,No,0
LID00035404,52,29325,160585,316,76,3,10.24,60,0.56,Bachelor's,Full-time,Single,Yes,No,Auto,Yes,1
LID00035405,66,132456,194522,820,24,3,9.54,12,0.71,Bachelor's,Self-employed,Married,Yes,Yes,Education,No,0
LID00035406,28,86884,9646,515,40,4,9.39,24,0.61,Bachelor's,Full-time,Married,No,No,Other,No,0
LID00035407,53,33680,181686,518,91,4,22.11,48,0.2,Bachelor's,Part-time,Divorced,No,Yes,Other,No,1
LID00035408,42,140830,52776,339,114,3,23.15,36,0.87,Master's,Self-employed,Married,No,Yes,Auto,No,0
LID00035409,37,118304,34018,433,102,3,20.5,60,0.44,High School,Full-time,Single,No,No,Business,Yes,0
LID00035410,18,16172,138809,372,85,3,13.26,24,0.24,Bachelor's,Unemployed,Married,Yes,No,Business,No,1
LID00035411,47,93493,94793,468,70,3,19.27,60,0.29,Bachelor's,Full-time,Married,No,No,Auto,No,0
LID00035412,21,77229,132520,845,102,1,15.85,12,0.53,Master's,Full-time,Divorced,No,Yes,Education,No,0
LID00035413,40,17990,124472,482,107,4,9.75,60,0.58,High School,Full-time,Married,No,Yes,Auto,Yes,0
LID00035414,52,21654,127054,710,52,1,19.61,36,0.77,Master's,Full-time,Single,Yes,No,Auto,Yes,0
LID00035415,59,39349,222481,771,33,2,19.8,60,0.6,Bachelor's,Self-employed,Married,No,No,Home,No,0
LID00035416,39,77342,17187,728,118,2,4.49,36,0.4,High School,Self-employed,Divorced,No,Yes,Business,No,0
LID00035417,48,111398,241894,458,95,1,2.65,36,0.84,High School,Full-time,Married,No,Yes,Home,Yes,0
LID00035418,18,141354,84531,681,70,4,14.8,60,0.71,Bachelor's,Full-time,Single,Yes,No,Auto,No,0
LID00035419,21,126177,111365,612,103,4,9.57,48,0.29,Bachelor's,Full-time,Married,No,Yes,Business,Yes,0
LID00035420,36,37362,110228,554,25,4,19.84,48,0.6,Master's,Full-time,Single,No,Yes,Business,Yes,0
LID00035421,47,53658,82308,531,53,3,11.46,12,0.56,Bachelor's,Full-time,Single,No,Yes,Other,Yes,0
LID00035422,18,51450,158822,531,4,2,14.18,60,0.89,Master's,Full-time,Divorced,No,No,Education,Yes,0
LID00035423,65,120011,93604,701,91,1,3.51,60,0.62,High School,Self-employed,Single,No,No,Other,No,0
LID00035424,36,87913,42927,609,63,1,24.49,48,0.59,Bachelor's,Full-time,Single,Yes,No,Auto,No,0
LID00035425,69,88559,106768,380,87,1,5.77,36,0.66,High School,Full-time,Single,Yes,Yes,Auto,No,0
LID00035426,38,38859,54374,631,30,2,5.95,36,0.58,High School,Full-time,Single,No,Yes,Other,Yes,0
LID00035427,39,49480,201328,561,55,4,7.38,48,0.61,High School,Self-employed,Single,No,No,Other,No,0
LID00035428,67,87530,188708,658,109,3,13.5,24,0.89,High School,Part-time,Married,Yes,Yes,Business,No,0
LID00035429,19,99038,146443,482,99,1,6.7,48,0.16,Master's,Part-time,Single,No,Yes,Auto,No,0
LID00035430,23,77354,177368,521,5,3,14.79,48,0.22,Bachelor's,Full-time,Single,No,Yes,Other,No,0
LID00035431,38,131603,222040,801,95,4,13.17,60,0.76,High School,Full-time,Married,Yes,Yes,Business,No,0
LID00035432,50,123189,64794,472,57,1,15.15,60,0.75,High School,Full-time,Married,Yes,Yes,Education,Yes,0
LID00035433,36,41110,86839,695,21,4,12.14,12,0.69,Bachelor's,Self-employed,Married,Yes,No,Business,No,0
LID00035434,44,81076,55370,512,8,3,22.05,24,0.18,Bachelor's,Full-time,Married,Yes,No,Other,No,0
LID00035435,54,128125,8833,448,101,4,10.14,48,0.69,High School,Full-time,Married,No,No,Business,Yes,0
LID00035436,46,113695,195944,818,86,3,15.45,24,0.25,High School,Full-time,Single,No,Yes,Business,Yes,0
LID00035437,45,128219,225772,521,27,4,6.04,24,0.38,Bachelor's,Self-employed,Married,Yes,No,Education,Yes,0
